n_agents,ba_degree,er_prob,p_rewiring,uncertainty,n_experiments,rewiring_type,mean_degree,density,avg_clustering,avg_short_path_lenght,degree_variance,network_type,true_consensus,convergence_step,agent_type
18,3,0.049226407618722295,0.9264402519042501,0.0008154347398021036,100,randomize,3.0,0.08823529411764706,0.05833333333333332,0.0,10.333333333333334,sf,0.6111111111111112,44,beta
115,5,0.23712255436443413,0.6904637174122485,0.0005577877123221352,27,randomize,3.0956521739130434,0.013577421815408086,0.02238408934061108,0.0,17.547826086956523,sf,0.06956521739130435,52,beta
147,2,0.19164124734612845,0.6878345497725015,0.0009282393495732878,74,randomize,3.360544217687075,0.011508713074270805,0.01982248688131041,0.0,20.979591836734695,sf,0.30612244897959184,70,beta
107,9,0.007378209536938879,0.09138179692803106,0.0001879193658004116,11,randomize,3.1588785046728973,0.014900370305060836,0.07800038951856506,0.0,36.09345794392523,sf,0.2616822429906542,184,beta
90,2,0.09618860156769937,0.7040301144238046,0.0009474698428863983,90,randomize,2.977777777777778,0.016729088639200997,0.031910884236735625,0.0,15.4,sf,0.16666666666666666,39,beta
69,9,0.05810547495333415,0.9444741110156039,0.000596782483237073,72,randomize,3.101449275362319,0.02280477408354646,0.007022084195997239,0.0,12.927536231884059,sf,0.10144927536231885,33,beta
81,4,0.20192944171317798,0.6664985535269365,0.00038861520371447983,22,randomize,3.0864197530864197,0.019290123456790122,0.04121773288439955,0.0,15.209876543209877,sf,0.024691358024691357,34,beta
100,10,0.06938257118852376,0.6037422251008011,0.000875753098131639,29,randomize,2.9,0.014646464646464647,0.027510585476933625,0.0,22.54,sf,0.28,124,beta
40,6,0.24099678807362676,0.6496707872057804,0.00029820984640910753,80,randomize,2.7,0.03461538461538462,0.02767526455026455,0.0,13.35,sf,0.05,14,beta
144,9,0.06117038581529999,0.3680844306279948,0.0005415975253632336,13,randomize,3.375,0.0118006993006993,0.04964156592457977,0.0,35.81944444444444,sf,0.24305555555555555,150,beta
31,2,0.022425681445526757,0.9946601164811988,0.0003386929864943596,52,randomize,2.967741935483871,0.04946236559139785,0.05806451612903226,0.0,11.741935483870968,sf,0.0967741935483871,25,beta
82,9,0.1995937736573793,0.2404529291314237,0.0008644863229684984,27,randomize,3.024390243902439,0.018669075579644687,0.08782458026764804,0.0,32.80487804878049,sf,0.6341463414634146,96,beta
152,5,0.01169846776539929,0.724136579345772,0.0001344611501882179,24,randomize,2.986842105263158,0.009890205646566747,0.011390979018687996,0.0,14.460526315789474,sf,0.1513157894736842,102,beta
153,7,0.04726647632893741,0.2486795849199217,0.0004197944533821852,96,randomize,3.111111111111111,0.01023391812865497,0.04715525498643624,0.0,37.76470588235294,sf,0.08496732026143791,59,beta
125,6,0.2224906416810669,0.6706759977720531,0.0009249624099773794,37,randomize,3.616,0.014580645161290323,0.02796213544909197,0.0,22.48,sf,0.208,92,beta
99,6,0.016243945817042638,0.2924413419666496,0.0003090778969152401,65,randomize,3.0303030303030303,0.015460729746444033,0.08198925481970708,0.0,40.303030303030305,sf,0.41414141414141414,49,beta
124,2,0.1321913179790067,0.3122530281031557,0.00029324757983370764,37,randomize,3.0,0.012195121951219513,0.053844525310204235,0.0,30.483870967741936,sf,0.11290322580645161,62,beta
175,10,0.08112957650520117,0.16673132416866354,0.0005261079072229489,92,randomize,2.8914285714285715,0.008308702791461411,0.10208402563249606,0.0,69.30285714285715,sf,0.07428571428571429,44,beta
84,2,0.1776576174929454,0.8210023818242671,0.0003091848199050954,92,randomize,2.9761904761904763,0.017928858290304075,0.019852171637885923,0.0,13.19047619047619,sf,0.09523809523809523,42,beta
47,10,0.15584281491453156,0.303412918240324,0.0005067525417100627,69,randomize,3.148936170212766,0.034227567067530065,0.06771627413054196,0.0,21.74468085106383,sf,0.2765957446808511,59,beta
32,2,0.1958743148806847,0.20945546410084726,0.0003979521632650485,97,randomize,2.75,0.04435483870967742,0.11463784377387319,0.0,17.125,sf,0.46875,41,beta
157,10,0.07425317103585971,0.3069477058057589,0.0003261597719117798,31,randomize,2.9554140127388533,0.009472480810060429,0.038670824127198994,0.0,31.019108280254777,sf,0.2611464968152866,92,beta
65,8,0.20138255918284512,0.8472023199231582,0.0007391792134426434,46,randomize,3.2615384615384615,0.02548076923076923,0.011794871794871794,0.0,14.0,sf,0.2153846153846154,47,beta
122,3,0.010514201151505365,0.7443890505043911,0.0002631705392234946,58,randomize,3.1475409836065573,0.013006367700853543,0.020203149399845338,0.0,17.901639344262296,sf,0.04918032786885246,33,beta
113,10,0.0835604862665281,0.889850844941525,0.0003826278938329047,28,randomize,3.185840707964602,0.014222503160556258,0.009049726085124315,0.0,13.380530973451327,sf,0.26548672566371684,107,beta
119,5,0.052651585699341225,0.1651668205377973,0.0008722476583449678,38,randomize,3.2436974789915967,0.013744480843184732,0.054183265144171246,0.0,35.78151260504202,sf,0.025210084033613446,37,beta
20,5,0.12617670823822785,0.3803123083455935,0.0008828194577562367,84,randomize,2.8,0.07368421052631578,0.028392857142857143,0.0,11.2,sf,0.45,37,beta
115,3,0.03777416658550134,0.22230675583033954,0.0005716992142347533,77,randomize,2.0,0.017543859649122806,0.0,17.11670480549199,4.3652173913043475,ws,0.19130434782608696,54,beta
80,3,0.1764428341478947,0.9775812275992513,0.0004640410797638703,32,randomize,2.0,0.02531645569620253,0.0,0.0,5.0,ws,0.125,49,beta
155,8,0.17418859906865056,0.7909088227822335,0.0002361072386739087,19,randomize,8.0,0.05194805194805195,0.04697714471908014,2.632258064516129,66.99354838709678,ws,0.36129032258064514,90,beta
80,10,0.011686100332300664,0.041834860194779666,0.0008205173942566488,92,randomize,10.0,0.12658227848101267,0.5904374098124101,2.892721518987342,100.375,ws,0.3375,59,beta
191,2,0.14202269577123391,0.09280510679297549,0.0006813139985317885,34,randomize,2.0,0.010526315789473684,0.0,22.39421328189584,4.2513089005235605,ws,0.2879581151832461,189,beta
